"DateTime" "Latitude" "Longitude" "Depth" "Magnitude" "MagType" "NbStations" "Gap" "Distance" "RMS" "Source" "EventID"
"203" "2010/04/04 23:44:43.38" 32.3157 -115.3733 10 4.03 "ML" 10 NA NA 0.18 "CI" 30317767
"204" "2010/04/04 23:48:45.53" 32.1078 -115.0635 10 4.04 "ML" 8 NA NA 0.24 "CI" 14608020
"205" "2010/04/05 00:15:32.92" 32.252 -115.1692 10 4.17 "ML" 6 NA NA 0.15 "CI" 14608252
"206" "2010/04/05 00:42:40.03" 32.2807 -115.3578 10 4.15 "ML" 13 NA NA 0.32 "CI" 14608484
"207" "2010/04/05 00:44:22.16" 32.3067 -115.4297 10 4.01 "ML" 10 NA NA 0.29 "CI" 14608492
"208" "2010/04/05 00:58:51.56" 32.289 -115.3328 10 4.09 "ML" 12 NA NA 0.38 "CI" 14608660
"209" "2010/04/05 01:06:40.40" 32.2475 -115.4318 10 4.2 "ML" 17 NA NA 0.21 "CI" 14608692
"210" "2010/04/05 01:07:14.02" 32.0268 -115.1737 10 4.01 "ML" 4 NA NA 0.01 "CI" 30669759
"211" "2010/04/05 01:25:34.67" 32.1445 -115.1148 10 4.64 "Mw" 11 NA NA 0.19 "CI" 30213759
"212" "2010/04/05 01:42:51.62" 32.139 -115.2135 10 4.09 "ML" 10 NA NA 0.19 "CI" 30333759
"213" "2010/04/05 01:52:25.42" 32.5933 -115.7733 4.11 4.68 "ML" 42 NA NA 0.23 "CI" 14608980
"214" "2010/04/05 02:47:27.41" 32.2852 -115.3025 10 4.51 "ML" 15 NA NA 0.19 "CI" 30389759
"215" "2010/04/05 02:54:34.45" 32.4728 -115.6293 13.78 4.25 "ML" 36 NA NA 0.25 "CI" 14609500
"216" "2010/04/05 03:11:01.74" 32.0863 -115.0347 10 4.41 "ML" 10 NA NA 0.26 "CI" 30237759
"217" "2010/04/05 03:13:59.66" 32.1387 -115.3013 10 3.98 "ML" 12 NA NA 0.19 "CI" 10171686
"218" "2010/04/05 03:15:24.77" 32.6465 -115.8055 1.27 4.96 "ML" 41 NA NA 0.21 "CI" 14609660
